defect,repair,inservice,cartype,manufacturer
DIRTY,REPLACED,15,R143,Kawasaki Rail
DIRTY,REPLACED,15,R143,Kawasaki Rail
MALFUNCTIONING,REPAIRED,15,R143,Kawasaki Rail
DIRTY,REPLACED,15,R143,Kawasaki Rail
MALFUNCTIONING,RESET,15,R143,Kawasaki Rail
MALFUNCTIONING,RESET,15,R143,Kawasaki Rail
MALFUNCTIONING,REPLACED,15,R143,Kawasaki Rail
DIRTY,REPLACED,15,R143,Kawasaki Rail
DIRTY,REPLACED,15,R143,Kawasaki Rail
DIRTY,REPLACED,15,R143,Kawasaki Rail
MALFUNCTIONING,RESET,15,R143,Kawasaki Rail
MALFUNCTIONING,RESET,15,R143,Kawasaki Rail
DIRTY,REPLACED,15,R143,Kawasaki Rail
MALFUNCTIONING,REPLACED,15,R143,Kawasaki Rail
MALFUNCTIONING,REPLACED,15,R143,Kawasaki Rail
MALFUNCTIONING,REPLACED,15,R143,Kawasaki Rail
MALFUNCTIONING,REPAIRED,15,R143,Kawasaki Rail
MALFUNCTIONING,RESET,15,R143,Kawasaki Rail
MALFUNCTIONING,RESET,15,R143,Kawasaki Rail
MALFUNCTIONING,REPLACED,15,R143,Kawasaki Rail
MALFUNCTIONING,REPLACED,15,R143,Kawasaki Rail
DIRTY,REPLACED,15,R143,Kawasaki Rail
